alpha,DGS2_diff,USEPUINDXD_diff,VIXCLS,trade_sum,sanctions_sum,fed_pressure_sum,trade_max,sanctions_max,fed_pressure_max,trade_sum_ma3,sanctions_sum_ma3,fed_pressure_sum_ma3,trade_sum_ma5,sanctions_sum_ma5,fed_pressure_sum_ma5,trade_sum_ma10,sanctions_sum_ma10,fed_pressure_sum_ma10
4.977023564332114e-06,-0.0005122114139504208,0.00019902315072528742,-0.000556258219638817,7.1754051367191e-05,-0.0005186853056409566,-0.00023954388741336086,-4.971602802856609e-05,0.0003608302725327917,0.000311677975325992,-0.0001248051700802532,-0.00015141300948834268,1.0690403203035243e-05,0.00020154417493478663,0.00026632643496986064,0.0003948892264660929,-0.0,-0.00047251599878660953,-0.0006293897350367836
5.336699231206313e-06,-0.0005119798448976745,0.00019875048586594194,-0.000555960270961261,6.831543913577321e-05,-0.0005128435420596667,-0.00023552234162122913,-4.7671933397478325e-05,0.0003548462666015686,0.000309166379819264,-0.0001200532144097694,-0.00014986756288413297,7.625560201203775e-06,0.00019806598142918335,0.00026364005004460506,0.00039354925498965286,-0.0,-0.0004710762091800314,-0.0006261943198391177
5.72236765935022e-06,-0.0005117312386215044,0.00019845874100951903,-0.0005556412268787623,6.461465921212216e-05,-0.0005065700652413448,-0.00023120932513499053,-4.548441143309123e-05,0.0003484182835218339,0.0003064731720184762,-0.00011491609508692947,-0.00014820950690551198,4.345446268622119e-06,0.00019431041176679137,0.00026076171777646606,0.0003921130205109603,-0.0,-0.0004695343408401298,-0.0006227741387727117
6.1359072734131755e-06,-0.000511464673563597,0.000198145752592487,-0.0005552989871265102,6.064987948156424e-05,-0.0004998443285118294,-0.0002265851829277734,-4.3138212707832934e-05,0.000341527332270724,0.0003035853610501304,-0.00010941697857081399,-0.000146431936140503,8.263801269698291e-07,0.0001902890538598621,0.00025767496590660817,0.0003905747566205542,-0.0,-0.0004678805682486423,-0.0006191064279229598
6.579332246575683e-06,-0.0005111325347405423,0.00019782872771274325,-0.0005548906176568735,5.683066605688988e-05,-0.0004928072950513458,-0.0002223284261319189,-4.0696592766246716e-05,0.0003343354726653973,0.0003004232769753324,-0.00010463730795590559,-0.00014455316037677039,0.0,0.00018678057112985155,0.00025436855674223954,0.00038706904284758575,-0.0,-0.0004661156222610477,-0.0006154623647921983
7.0548023107186455e-06,-0.0005107627050537817,0.00019749466699551396,-0.0005544408403915963,5.2851624499238874e-05,-0.000485312550638089,-0.00021796922486130496,-3.8099081857920015e-05,0.00032668107738139675,0.0002970152379000257,-9.98071253688952e-05,-0.00014254781719249675,0.0,0.00018322945276912157,0.000250826503892386,0.0003827424921768269,-0.0,-0.0004642262896877068,-0.0006116377576031897
7.564633275546291e-06,-0.0005103661785940321,0.00019713638784823228,-0.0005539584827004724,4.8587134049060264e-05,-0.00047727760536604166,-0.00021329529678757963,-3.531325780723496e-05,0.0003184752448213829,0.0002933607743699927,-9.463470496623791e-05,-0.00014039772039613465,0.0,0.00017942622389775765,0.0002470281799716625,0.00037810267435599754,-0.0,-0.00046220017544122075,-0.0006075359765680531
8.111308307896873e-06,-0.0005099410169887654,0.00019675219482721305,-0.0005534412364070746,4.401521481029212e-05,-0.0004686623434024395,-0.00020828370538632682,-3.232567079310866e-05,0.00030967695361633666,0.00028944214492897415,-8.909170446546049e-05,-0.00013809241070778094,0.0,0.00017535034580464976,0.00024295523923212174,0.00037312726545310194,-0.0,-0.00046002751422205616,-0.0006031374143548547
8.697490026177835e-06,-0.0005094848865038208,0.0001963405015344079,-0.0005528870327296744,3.910249443523547e-05,-0.00045942642536297897,-0.00020290718721476772,-2.9128985308095154e-05,0.00030024098114653436,0.00028524083591394286,-8.31019418496795e-05,-0.00013561774434054505,0.0,0.0001709485720452809,0.00023859035235728704,0.00036779417834773476,-0.0,-0.0004577000727464613,-0.0005984247283745902
9.3260334688322e-06,-0.0005089960591383977,0.00019589875142468803,-0.000552292330188038,3.384608887694795e-05,-0.00044952323292051064,-0.00019714490967522968,-2.5694432281095812e-05,0.0002901269707881288,0.00028073535340463395,-7.672813804389482e-05,-0.0001329668574587752,0.0,0.0001662618484145474,0.00023390754530033694,0.0003620732055840617,-0.0,-0.00045520217996818357,-0.0005933671749575823
